,S,K,r,v,t,premium,optype
247,2011.48,1400.0,0,83.75,0.05848617453069508,0.002494,P
248,2011.48,1500.0,0,81.22,0.05848617453069508,0.259963,C
249,2011.48,1500.0,0,81.22,0.05848617453069508,0.00506,P
250,2011.48,1600.0,0,72.38,0.05848617453069508,0.212236,C
251,2011.48,1600.0,0,72.38,0.05848617453069508,0.007005,P
252,2011.48,1700.0,0,80.33,0.05848614282090309,0.174608,C
253,2011.48,1700.0,0,80.33,0.05848614282090309,0.019063,P
254,2011.48,1800.0,0,61.87,0.05848614282090309,0.124631,C
255,2011.48,1800.0,0,61.87,0.05848614282090309,0.01876,P
256,2011.48,1900.0,0,59.47,0.05848614282090309,0.088447,C
257,2011.48,1900.0,0,59.47,0.05848614282090309,0.03225,P
258,2011.48,2000.0,0,58.21,0.05848614282090309,0.059475,C
259,2011.48,2000.0,0,58.21,0.05848614282090309,0.052951,P
260,2011.48,2100.0,0,58.36,0.05848614282090309,0.038661,C
261,2011.48,2100.0,0,58.36,0.05848614282090309,0.081811,P
262,2011.48,2200.0,0,58.77,0.05848614282090309,0.024232,C
263,2011.48,2200.0,0,58.77,0.05848614282090309,0.117056,P
264,2011.48,2300.0,0,59.31,0.05848614282090309,0.014736,C
265,2011.48,2300.0,0,59.31,0.058486111111111114,0.157228,P
266,2011.48,2400.0,0,60.87,0.058486111111111114,0.009232,C
267,2011.48,2400.0,0,60.87,0.058486111111111114,0.201397,P
268,2011.48,2500.0,0,63.85,0.058486111111111114,0.006358,C
269,2011.48,2500.0,0,63.85,0.058486111111111114,0.248197,P
270,2011.48,2600.0,0,65.13,0.058486111111111114,0.003995,C
271,2011.48,2600.0,0,65.13,0.058486111111111114,0.295507,P
272,2011.48,2700.0,0,71.08,0.058486111111111114,0.003634,C
273,2011.48,2700.0,0,71.08,0.058486111111111114,0.34482,P
274,2011.48,2800.0,0,77.36,0.058486111111111114,0.003512,C
275,2011.48,2800.0,0,77.36,0.058486111111111114,0.394372,P
276,2011.48,1000.0,0,107.06,0.07766419330289193,0.504181,C
277,2011.48,1000.0,0,107.06,0.07766416159309995,0.00068,P
278,2011.48,1200.0,0,104.66,0.07766416159309995,0.407645,C
279,2011.48,1200.0,0,104.66,0.07766416159309995,0.003444,P
280,2011.48,1400.0,0,79.17,0.07766416159309995,0.308748,C
281,2011.48,1400.0,0,79.17,0.07766416159309995,0.003848,P
282,2011.48,1500.0,0,72.7,0.07766416159309995,0.26098,C
283,2011.48,1500.0,0,72.7,0.07766416159309995,0.005729,P
284,2011.48,1600.0,0,67.96,0.07766416159309995,0.214843,C
285,2011.48,1600.0,0,67.96,0.07766416159309995,0.009243,P
286,2011.48,1800.0,0,61.47,0.07766416159309995,0.131313,C
287,2011.48,1800.0,0,61.47,0.07766416159309995,0.025013,P
288,2011.48,1900.0,0,59.3,0.07766416159309995,0.09642,C
289,2011.48,1900.0,0,59.3,0.07766416159309995,0.039769,P
290,2011.48,2000.0,0,57.59,0.07766412988330797,0.067483,C
291,2011.48,2000.0,0,57.59,0.07766412988330797,0.060482,P
292,2011.48,2100.0,0,57.91,0.07766412988330797,0.046729,C
293,2011.48,2100.0,0,57.91,0.07766412988330797,0.089378,P
294,2011.48,2200.0,0,58.51,0.07766412988330797,0.031699,C
295,2011.48,2200.0,0,58.51,0.07766412988330797,0.123999,P
296,2011.48,2300.0,0,59.3,0.07766412988330797,0.021218,C
297,2011.48,2300.0,0,59.3,0.07766412988330797,0.163168,P
298,2011.48,2400.0,0,60.4,0.07766412988330797,0.014234,C
299,2011.48,2400.0,0,60.4,0.07766412988330797,0.205834,P
300,2011.48,2500.0,0,61.59,0.07766412988330797,0.00957,C
301,2011.48,2500.0,0,61.59,0.07766412988330797,0.250819,P
302,2011.48,2600.0,0,68.08,0.07766412988330797,0.008969,C
303,2011.48,2600.0,0,68.08,0.07766409817351598,0.299868,P
304,2011.48,2700.0,0,65.77,0.07766409817351598,0.004996,C
305,2011.48,2700.0,0,65.77,0.07766409817351598,0.345598,P
306,2011.48,2800.0,0,68.08,0.07766409817351598,0.003786,C
307,2011.48,2800.0,0,68.08,0.07766409817351598,0.39404,P
308,2011.48,2900.0,0,69.56,0.07766409817351598,0.002741,C
